"id","title","overview","backdrop_path","popularity","poster_path","runtime","release_date","vote_average","vote_count","createdAt","updatedAt"
385687,"Fast X","Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything—and everyone—that Dom loves, forever.","/4XM8DUTQb3lhLemJC51Jx4a2EuA.jpg",7626.393,"/fiVW06jE7z9YnO4trhaMEdclSiC.jpg","142","2023-05-17",7.34,1836,"2023-06-21 14:43:09.314-04","2023-06-21 14:43:09.314-04"
603692,"John Wick: Chapter 4","With the price on his head ever increasing, John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.","/1inZm0xxXrpRfN0LxwE2TXzyLN6.jpg",2864.933,"/vZloFAK7NmvMGKE7VkF5UHaz0I.jpg","170","2023-03-22",7.896,3144,"2023-06-21 14:41:29.483-04","2023-06-21 14:41:29.483-04"
569094,"Spider-Man: Across the Spider-Verse","After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse’s very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most.","/2I5eBh98Q4aPq8WdQrHdTC8ARhY.jpg",2068.003,"/8Vt6mWEReuy4Of61Lnj5Xj704m8.jpg","140","2023-05-31",8.684,1533,"2023-06-21 14:58:36.221-04","2023-06-21 14:58:36.221-04"
667538,"Transformers: Rise of the Beasts","When a new threat capable of destroying the entire planet emerges, Optimus Prime and the Autobots must team up with a powerful faction known as the Maximals. With the fate of humanity hanging in the balance, humans Noah and Elena will do whatever it takes to help the Transformers as they engage in the ultimate battle to save Earth.","/qWQSnedj0LCUjWNp9fLcMtfgadp.jpg",1681.302,"/gPbM0MK8CP8A174rmUwGsADNYKD.jpg","127","2023-06-06",7.224,361,"2023-06-21 14:43:59.194-04","2023-06-21 14:43:59.194-04"
697843,"Extraction 2","Tasked with extracting a family who is at the mercy of a Georgian gangster, Tyler Rake infiltrates one of the world's deadliest prisons in order to save them. But when the extraction gets hot, and the gangster dies in the heat of battle, his equally ruthless brother tracks down Rake and his team to Sydney, in order to get revenge.","/wRxLAw4l17LqiFcPLkobriPTZAw.jpg",1653.383,"/7gKI9hpEMcZUQpNgKrkDzJpbnNS.jpg","123","2023-06-12",7.87,563,"2023-06-21 14:39:53.692-04","2023-06-21 14:39:53.692-04"
298618,"The Flash","When his attempt to save his family inadvertently alters the future, Barry Allen becomes trapped in a reality in which General Zod has returned and there are no Super Heroes to turn to. In order to save the world that he is in and return to the future that he knows, Barry's only hope is to race for his life. But will making the ultimate sacrifice be enough to reset the universe?","/7e9MVGg8efOhoA2R9XhZcGWTC5Z.jpg",1532.206,"/rktDFPbfHfUbArZ6OOOKsXcv0Bm.jpg","144","2023-06-14",6.787,442,"2023-06-21 14:39:48.568-04","2023-06-21 14:39:48.568-04"
76600,"Avatar: The Way of Water","Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.","/8rpDcsfLJypbO6vREc0547VKqEv.jpg",1073.398,"/t6HIqrRAclMCA60NsSmeqe9RmNV.jpg","192","2022-12-14",7.69,8673,"2023-06-21 14:41:44.429-04","2023-06-21 14:41:44.429-04"
447365,"Guardians of the Galaxy Vol. 3","Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.","/5YZbUmjbMa3ClvSW1Wj3D6XGolb.jpg",1016.895,"/r2J02Z2OpNTctfOSN1Ydgii51I3.jpg","150","2023-05-03",8.091,2009,"2023-06-21 14:43:09.486-04","2023-06-21 14:43:09.486-04"
1010581,"My Fault","Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.","/35OoC3JxHXrAOg4FAa2DrPCzUX9.jpg",968.495,"/w46Vw536HwNnEzOa7J24YH9DPRS.jpg","117","2023-06-08",8.371,677,"2023-06-21 14:39:46.056-04","2023-06-21 14:39:46.056-04"
447277,"The Little Mermaid","The youngest of King Triton’s daughters, and the most defiant, Ariel longs to find out more about the world beyond the sea, and while visiting the surface, falls for the dashing Prince Eric. With mermaids forbidden to interact with humans, Ariel makes a deal with the evil sea witch, Ursula, which gives her a chance to experience life on land, but ultimately places her life – and her father’s crown – in jeopardy.","/ip7DmvAIIKDk0mZ7IGrxI6ZL6pQ.jpg",958.386,"/ym1dxyOk4jFcSl4Q2zmRrA5BEEN.jpg","135","2023-05-18",6.157,711,"2023-06-21 14:42:20.888-04","2023-06-21 14:42:20.888-04"
890771,"The Black Demon","Oilman Paul Sturges' idyllic family vacation turns into a nightmare when they encounter a ferocious megalodon shark that will stop at nothing to protect its territory. Stranded and under constant attack, Paul and his family must somehow find a way to get his family back to shore alive before it strikes again in this epic battle between humans and nature.","/9t0tJXcOdWwwxmGTk112HGDaT0Q.jpg",958.033,"/uiFcFIjig0YwyNmhoxkxtAAVIL2.jpg","100","2023-04-26",6.32,194,"2023-06-21 14:51:37.701-04","2023-06-21 14:51:37.701-04"
882569,"Guy Ritchie's The Covenant","During the war in Afghanistan, a local interpreter risks his own life to carry an injured sergeant across miles of grueling terrain.","/vnPTLSBk95XKdahOaMkTlAck5Rc.jpg",929.103,"/kVG8zFFYrpyYLoHChuEeOGAd6Ru.jpg","123","2023-04-19",7.6,596,"2023-06-21 14:42:12.384-04","2023-06-21 14:42:12.384-04"
713704,"Evil Dead Rise","A reunion between two estranged sisters gets cut short by the rise of flesh-possessing demons, thrusting them into a primal battle for survival as they face the most nightmarish version of family imaginable.","/aAgGrfBwna1nO4M2USxwFgK5O0t.jpg",906.4,"/5ik4ATKmNtmJU6AYD0bLm56BCVM.jpg","96","2023-04-12",7.064,1659,"2023-06-21 14:44:30.695-04","2023-06-21 14:44:30.695-04"
640146,"Ant-Man and the Wasp: Quantumania","Super-Hero partners Scott Lang and Hope van Dyne, along with with Hope's parents Janet van Dyne and Hank Pym, and Scott's daughter Cassie Lang, find themselves exploring the Quantum Realm, interacting with strange new creatures and embarking on an adventure that will push them beyond the limits of what they thought possible.","/gMJngTNfaqCSCqGD4y8lVMZXKDn.jpg",850.48,"/qnqGbB22YJ7dSs4o6M7exTpNxPz.jpg","125","2023-02-15",6.478,3339,"2023-06-21 14:43:30.949-04","2023-06-21 14:43:30.949-04"
840326,"Sisu","Deep in the wilderness of Lapland, Aatami Korpi is searching for gold but after he stumbles upon Nazi patrol, a breathtaking and gold-hungry chase through the destroyed and mined Lapland wilderness begins.","/94TIUEhuwv8PhdIADEvSuwPljS5.jpg",796.89,"/ygO9lowFMXWymATCrhoQXd6gCEh.jpg","91","2023-01-27",7.39,722,"2023-06-21 14:44:12.668-04","2023-06-21 14:44:12.668-04"
315162,"Puss in Boots: The Last Wish","Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.","/jr8tSoJGj33XLgFBy6lmZhpGQNu.jpg",769.236,"/kuf6dutpsT0vSVehic3EZIqkOBt.jpg","103","2022-12-07",8.285,5771,"2023-06-21 14:41:19.171-04","2023-06-21 14:41:19.171-04"
758323,"The Pope's Exorcist","Father Gabriele Amorth, Chief Exorcist of the Vatican, investigates a young boy's terrifying possession and ends up uncovering a centuries-old conspiracy the Vatican has desperately tried to keep hidden.","/hiHGRbyTcbZoLsYYkO4QiCLYe34.jpg",670.041,"/gNPqcv1tAifbN7PRNgqpzY8sEJZ.jpg","103","2023-04-05",7.224,1431,"2023-06-21 14:44:23.426-04","2023-06-21 14:44:23.426-04"
594767,"Shazam! Fury of the Gods","Billy Batson and his foster siblings, who transform into superheroes by saying ""Shazam!"", are forced to get back into action and fight the Daughters of Atlas, who they must stop from using a weapon that could destroy the world.","/aK6Jans28MXCUB8nRcK6BS28pio.jpg",654.655,"/A3ZbZsmsvNGdprRi2lKgGEeVLEH.jpg","130","2023-03-15",6.709,1991,"2023-06-21 14:42:36.29-04","2023-06-21 14:42:36.29-04"
1098110,"Blood & Gold","At the end of World War II, a German soldier is looking for his daughter while an SS troop is looking for a Jewish treasure.","/o5KcYYlE9v1dmwKvqAUdwerCqP2.jpg",628.47,"/oLRQP5cEjiT1DxeIHUYEV96Ijum.jpg","100","2023-04-21",6.646,189,"2023-06-21 14:45:58.132-04","2023-06-21 14:45:58.132-04"
324857,"Spider-Man: Into the Spider-Verse","Miles Morales is juggling his life between being a high school student and being a spider-man. When Wilson ""Kingpin"" Fisk uses a super collider, others from across the Spider-Verse are transported to this dimension.","/aUVCJ0HkcJIBrTJYPnTXta8h9Co.jpg",607.972,"/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg","117","2018-12-06",8.401,13226,"2023-06-21 14:41:15.866-04","2023-06-21 14:41:15.866-04"
677179,"Creed III","After dominating the boxing world, Adonis Creed has been thriving in both his career and family life. When a childhood friend and former boxing prodigy, Damian Anderson, resurfaces after serving a long sentence in prison, he is eager to prove that he deserves his shot in the ring. The face-off between former friends is more than just a fight. To settle the score, Adonis must put his future on the line to battle Damian — a fighter who has nothing to lose.","/8QsVX5C82mT7bB5sVsjsLcerWQK.jpg",593.034,"/cvsXj3I9Q2iyyIo95AecSd1tad7.jpg","116","2023-03-01",7.24,1632,"2023-06-21 14:59:55.146-04","2023-06-21 14:59:55.146-04"
545609,"Extraction","Tyler Rake, a fearless mercenary who offers his services on the black market, embarks on a dangerous mission when he is hired to rescue the kidnapped son of a Mumbai crime lord.","/1R6cvRtZgsYCkh8UFuWFN33xBP4.jpg",592.923,"/nygOUcBKPHFTbxsYRFZVePqgPK6.jpg","116","2020-04-24",7.346,5127,"2023-06-21 14:39:47.437-04","2023-06-21 14:39:47.437-04"
812225,"Black Clover: Sword of the Wizard King","As a lionhearted boy who can’t wield magic strives for the title of Wizard King, four banished Wizard Kings of yore return to crush the Clover Kingdom.","/rogeBJK44LtWynOqzMFmEF30T80.jpg",576.295,"/gNVYqSnZ89UyTZ977SEJLze4g3X.jpg","113","2023-06-16",8.8,91,"2023-06-21 14:42:41.343-04","2023-06-21 14:42:41.343-04"
1098160,"The Tank","In 1978 Oregon, Ben and Jules inherit an abandoned coastal property from Ben's late mother, who's never mentioned it. The untouched house has been kept a secret for 40 years and comes with a beautiful private cove and beach. Jules searches for answers while Ben unwittingly awakens a fiercely protective creature.","/baE88dSR0byNAMDBk8HENkdDbt0.jpg",560.156,"/rUgX2s9OmZfXw287SbSE9Re5p0D.jpg","100","2023-04-21",5.1,30,"2023-06-21 14:42:33.275-04","2023-06-21 14:42:33.275-04"
799379,"Project Wolf Hunting","While under heavily armed guard, the dangerous convicts aboard a cargo ship unite in a coordinated escape attempt that soon escalates into a bloody, all-out riot. But as the fugitives continue their brutal campaign of terror, they soon discover that not even the most vicious among them is safe from the horror they unknowingly unleashed from the darkness below deck.","/xkXsV1WOiKfAJ6dzXiavdwsZ3E2.jpg",548.383,"/dniWicB6fa7NvpGbguxWlNPMc5f.jpg","122","2022-09-21",6.4,165,"2023-06-21 14:59:34.283-04","2023-06-21 14:59:34.283-04"
976573,"Elemental","In a city where fire, water, land and air residents live together, a fiery young woman and a go-with-the-flow guy will discover something elemental: how much they have in common.","/cSYLX73WskxCgvpN3MtRkYUSj1T.jpg",524.866,"/8riWcADI1ekEiBguVB9vkilhiQm.jpg","102","2023-06-14",7.5,59,"2023-06-21 14:46:28.973-04","2023-06-21 14:46:28.973-04"
620705,"Crater","After the death of his father, a boy growing up on a lunar mining colony takes a trip to explore a legendary crater, along with his four best friends, prior to being permanently relocated to another planet.","/mfPfFVhpnGp8bG4IUoBJPUs2xKj.jpg",455.968,"/n8ZpMwYT02XjpQHpSxn1eJw5Zpz.jpg","104","2023-05-12",6.639,166,"2023-06-21 14:54:43.423-04","2023-06-21 14:54:43.423-04"
868759,"Ghosted","Salt-of-the-earth Cole falls head over heels for enigmatic Sadie — but then makes the shocking discovery that she’s a secret agent. Before they can decide on a second date, Cole and Sadie are swept away on an international adventure to save the world.","/h7gJlE3CJAdEbM5R6O2qGVsHEbL.jpg",450.755,"/liLN69YgoovHVgmlHJ876PKi5Yi.jpg","120","2023-04-18",7.1,1006,"2023-06-21 14:45:38.474-04","2023-06-21 14:45:38.474-04"
934433,"Scream VI","Following the latest Ghostface killings, the four survivors leave Woodsboro behind and start a fresh chapter.","/44immBwzhDVyjn87b3x3l9mlhAD.jpg",438.57,"/wDWwtvkRRlgTiUr6TyLSMX8FCuZ.jpg","123","2023-03-08",7.261,1393,"2023-06-21 14:55:59.75-04","2023-06-21 14:55:59.75-04"
634649,"Spider-Man: No Way Home","Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.","/iQFcwSGbZXMkeyKrxbPnwnRo5fl.jpg",431.436,"/1g0dhYtq4irTY1GPXvft6k4YLjm.jpg","148","2021-12-15",8,17607,"2023-06-21 14:41:11.984-04","2023-06-21 14:41:11.984-04"
842675,"The Wandering Earth II","Humans built huge engines on the surface of the earth to find a new home. But the road to the universe is perilous. In order to save earth, young people once again have to step forward to start a race against time for life and death.","/qElNES0sHVQcbzvGrTx7ccpGzij.jpg",405.944,"/pR858ihc6Ls9xohpdRJVjV787ml.jpg","173","2023-01-22",7.192,271,"2023-06-21 14:42:34.624-04","2023-06-21 14:42:34.624-04"
420808,"Peter Pan & Wendy","Wendy Darling, a young girl afraid to leave her childhood home behind, meets Peter Pan, a boy who refuses to grow up. Alongside her brothers and a tiny fairy, Tinker Bell, she travels with Peter to the magical world of Neverland. There, she encounters an evil pirate captain, Captain Hook, and embarks on a thrilling adventure that will change her life forever.","/hJC3VMLbFgwIggy6G7oronYi0eL.jpg",363.289,"/9NXAlFEE7WDssbXSMgdacsUD58Y.jpg","106","2023-04-20",5.719,448,"2023-06-21 14:42:18.151-04","2023-06-21 14:42:18.151-04"
493529,"Dungeons & Dragons: Honor Among Thieves","A charming thief and a band of unlikely adventurers undertake an epic heist to retrieve a lost relic, but things go dangerously awry when they run afoul of the wrong people.","/bqMWZ5hB7bcI1KK2TH29odwCgWX.jpg",349.424,"/A7AoNT06aRAc4SV89Dwxj3EYAgC.jpg","134","2023-03-23",7.5,1748,"2023-06-21 14:42:19.499-04","2023-06-21 14:42:19.499-04"
505642,"Black Panther: Wakanda Forever","Queen Ramonda, Shuri, M’Baku, Okoye and the Dora Milaje fight to protect their nation from intervening world powers in the wake of King T’Challa’s death.  As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for the kingdom of Wakanda.","/yYrvN5WFeGYjJnRzhY0QXuo4Isw.jpg",326.393,"/sv1xJUazXeYqALzczSZ3O6nkH75.jpg","162","2022-11-09",7.234,5022,"2023-06-21 15:13:48.901-04","2023-06-21 15:13:48.901-04"
717930,"Kandahar","After his mission is exposed, an undercover CIA operative stuck deep in hostile territory in Afghanistan must fight his way out, alongside his Afghan translator, to an extraction point in Kandahar, all whilst avoiding elite enemy forces and foreign spies tasked with hunting them down.","/c6Splshb8lb2Q9OvUfhpqXl7uP0.jpg",298.308,"/lCanGgsqF4xD2WA5NF8PWeT3IXd.jpg","119","2023-05-25",5.1,67,"2023-06-21 15:04:22.18-04","2023-06-21 15:04:22.18-04"
916224,"Suzume","Suzume, 17, lost her mother as a little girl. On her way to school, she meets a mysterious young man. But her curiosity unleashes a calamity that endangers the entire population of Japan, and so Suzume embarks on a journey to set things right.","/ceYZCBfwbBwSpGJ6PapNVw5jqLG.jpg",288.694,"/vIeu8WysZrTSFb2uhPViKjX9EcC.jpg","123","2022-11-11",7.88,437,"2023-06-21 14:56:04.762-04","2023-06-21 14:56:04.762-04"
91314,"Transformers: Age of Extinction","As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.","/wxr4Z6E83h14CogsZOzDm1vuDX3.jpg",274.212,"/jyzrfx2WaeY60kYZpPYepSjGz4S.jpg","165","2014-06-25",5.916,7390,"2023-06-21 14:56:29.19-04","2023-06-21 14:56:29.19-04"
948713,"The Last Kingdom: Seven Kings Must Die","In the wake of King Edward's death, Uhtred of Bebbanburg and his comrades adventure across a fractured kingdom in the hopes of uniting England at last.","/aonRCFac0K1HukgnzWE5N7DzpgR.jpg",269.592,"/qcNDxDzd5OW9wE3c8nWxCBQoBrM.jpg","111","2023-04-14",7.26,434,"2023-06-21 14:41:42.189-04","2023-06-21 14:41:42.189-04"
638974,"Murder Mystery 2","After starting their own detective agency, Nick and Audrey Spitz land a career-making case when their billionaire pal is kidnapped from his wedding.","/bT3IpP7OopgiVuy6HCPOWLuaFAd.jpg",266.054,"/s1VzVhXlqsevi8zeCMG9A16nEUf.jpg","91","2023-03-28",6.568,1159,"2023-06-21 14:44:05.45-04","2023-06-21 14:44:05.45-04"
1102776,"AKA","A steely special ops agent finds his morality put to the test when he infiltrates a crime syndicate and unexpectedly bonds with the boss' young son.","/zh614Bixv2ePaHK8gzcUpUmcvYv.jpg",264.756,"/3BSxAjiporlwQTWzaHZ9Yrl5C9D.jpg","122","2023-04-28",7.065,375,"2023-06-21 14:43:39.337-04","2023-06-21 14:43:39.337-04"
646389,"Plane","After a heroic job of successfully landing his storm-damaged aircraft in a war zone, a fearless pilot finds himself between the agendas of multiple militias planning to take the plane and its passengers hostage.","/9Rq14Eyrf7Tu1xk0Pl7VcNbNh1n.jpg",231.09,"/qi9r5xBgcc9KTxlOLjssEbDgO0J.jpg","107","2023-01-12",6.896,1326,"2023-06-21 14:42:12.526-04","2023-06-21 14:42:12.526-04"
536554,"M3GAN","A brilliant toy company roboticist uses artificial intelligence to develop M3GAN, a life-like doll programmed to emotionally bond with her newly orphaned niece. But when the doll's programming works too well, she becomes overprotective of her new friend with terrifying results.","/A077VsMIBBXNvlI5mohGnSiIrfI.jpg",226.459,"/d9nBoowhjiiYc4FBNtQkPY7c11H.jpg","102","2022-12-28",7.3,2788,"2023-06-21 14:44:31.102-04","2023-06-21 14:44:31.102-04"
1128568,"You Do You","Merve chose the bohemian life, but it didn't choose her back. Faced with eviction, she starts a new job and stumbles into a spicy setup with her boss.","/d6eZyt3bRYldtjEzQe78b8YUikh.jpg",223.915,"/8fk4l8PvGGjHYCUpA4gGbyIoS3S.jpg","99","2023-06-09",6.415,47,"2023-06-21 14:43:13.85-04","2023-06-21 14:43:13.85-04"
19995,"Avatar","In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.","/vL5LR6WdxWPjLPFRLe133jXWsh5.jpg",222.209,"/kyeqWdyUXW608qlYkRqosgbbJyK.jpg","162","2009-12-15",7.571,29270,"2023-06-21 14:41:44.288-04","2023-06-21 14:41:44.288-04"
299536,"Avengers: Infinity War","As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.","/mDfJG3LC3Dqb67AZ52x3Z0jU0uB.jpg",215.571,"/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg","149","2018-04-25",8.26,27093,"2023-06-21 14:41:22.626-04","2023-06-21 14:41:22.626-04"
700391,"65","65 million years ago, the only 2 survivors of a spaceship from Somaris that crash-landed on Earth, must fend off dinosaurs to reach the escape vessel in time before an imminent asteroid strike threatens to destroy the planet.","/eSVu1FvGPy86TDo4hQbpuHx55DJ.jpg",210.673,"/rzRb63TldOKdKydCvWJM8B6EkPM.jpg","92","2023-03-02",6.224,1247,"2023-06-21 14:41:22.533-04","2023-06-21 14:41:22.533-04"
507086,"Jurassic World Dominion","Four years after Isla Nublar was destroyed, dinosaurs now live—and hunt—alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators ona planet they now share with history's most fearsome creatures.","/jauI01vUIkPA0xVsamGj0Gs1nNL.jpg",202.838,"/kAVRgw7GgK1CfYEJq8ME6EvRIgU.jpg","147","2022-06-01",6.829,4934,"2023-06-21 14:47:50.913-04","2023-06-21 14:47:50.913-04"
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.","/9iRRfMZbnpgHDdKi2lczGGYZXDo.jpg",199.1,"/iREd0rNCjYdf5Ar0vfaW32yrkm.jpg","143","2005-12-07",7.122,9594,"2023-06-21 14:44:56.593-04","2023-06-21 14:44:56.593-04"
361743,"Top Gun: Maverick","After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.","/AaV1YIdWKnjAIAOe8UUKBFm327v.jpg",195.694,"/62HCnUTziyWcpDaBO2i1DX17ljH.jpg","131","2022-05-24",8.282,7015,"2023-06-21 14:42:35.135-04","2023-06-21 14:42:35.135-04"
414906,"The Batman","In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.","/b0PlSFdDwbyK0cf5RxwDpaOJQvQ.jpg",195.422,"/74xTEgt7R36Fpooo50r9T25onhq.jpg","177","2022-03-01",7.71,8092,"2023-06-21 14:46:40.827-04","2023-06-21 14:46:40.827-04"
663712,"Terrifier 2","After being resurrected by a sinister entity, Art the Clown returns to Miles County where he must hunt down and destroy a teenage girl and her younger brother on Halloween night.  As the body count rises, the siblings fight to stay alive while uncovering the true nature of Art's evil intent.","/cRdA9xjHBbobw4LJFsQ3j1CgpVq.jpg",194.534,"/8gLhu8UFPZfH2Hv11JhTZkb9CVl.jpg","138","2022-10-06",6.884,1251,"2023-06-21 14:43:48.741-04","2023-06-21 14:43:48.741-04"
324786,"Hacksaw Ridge","WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.","/rshlQ6LfPRSWFhpGL4s5ZkIPR51.jpg",193.508,"/jhWbYeUNOA5zAb6ufK6pXQFXqTX.jpg","139","2016-10-07",8.192,12339,"2023-06-21 14:41:44.641-04","2023-06-21 14:41:44.641-04"
616037,"Thor: Love and Thunder","After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.","/jsoz1HlxczSuTx0mDl2h0lxy36l.jpg",193.067,"/pIkRyD18kl4FhoCNQuWxWu5cBLM.jpg","119","2022-07-06",6.556,6114,"2023-06-21 14:48:09.03-04","2023-06-21 14:48:09.03-04"
675353,"Sonic the Hedgehog 2","After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.","/yEQqrW61rwNuVRHTjgHOAU4dXNE.jpg",189.184,"/6DrHO1jr3qVrViUO6s6kFiAGM7.jpg","122","2022-04-08",7.59,4005,"2023-06-21 14:41:31.055-04","2023-06-21 14:41:31.055-04"
635302,"Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train","Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!","/xPpXYnCWfjkt3zzE0dpCNME1pXF.jpg",188.12,"/h8Rb9gBr48ODIwYUttZNYeMWeUU.jpg","117","2020-10-16",8.3,3221,"2023-06-21 14:42:55.398-04","2023-06-21 14:42:55.398-04"
631842,"Knock at the Cabin","While vacationing at a remote cabin, a young girl and her two fathers are taken hostage by four armed strangers who demand that the family make an unthinkable choice to avert the apocalypse. With limited access to the outside world, the family must decide what they believe before all is lost.","/1dubuCInk9DM9JBjiItBGkkkZx0.jpg",180.641,"/dm06L9pxDOL9jNSK4Cb6y139rrG.jpg","100","2023-02-01",6.387,1559,"2023-06-21 14:57:28.531-04","2023-06-21 14:57:28.531-04"
335988,"Transformers: The Last Knight","Autobots and Decepticons are at war, with humans on the sidelines. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth.","/1n00NlOGRFZVs8coBxyZLm5l4EC.jpg",180.592,"/s5HQf2Gb3lIO2cRcFwNL9sn1o1o.jpg","154","2017-06-16",6.062,5570,"2023-06-21 14:53:40.02-04","2023-06-21 14:53:40.02-04"
980078,"Winnie the Pooh: Blood and Honey","Christopher Robin is headed off to college and he has abandoned his old friends, Pooh and Piglet, which then leads to the duo embracing their inner monsters.","/wD2kUCX1Bb6oeIb2uz7kbdfLP6k.jpg",179.312,"/ewF3IlGscc7FjgGEPcQvZsAsgAW.jpg","84","2023-01-27",5.661,648,"2023-06-21 15:00:20.494-04","2023-06-21 15:00:20.494-04"
8869,"Eight Legged Freaks","The residents of a rural mining town discover that an unfortunate chemical spill has caused hundreds of little spiders to mutate overnight to the size of SUVs. It's then up to mining engineer Chris McCormack and Sheriff Sam Parker to mobilize an eclectic group of townspeople, including the Sheriff's young son, Mike, her daughter, Ashley, and paranoid radio announcer Harlan, into battle against the bloodthirsty eight-legged beasts.","/bJO6pHIUvyOeW52G2P5YRpGv5u9.jpg",175.307,"/1hf7x6WmyXtL1MlY4eSlTbZ8Nzu.jpg","99","2002-07-17",5.741,1061,"2023-06-21 15:03:44.236-04","2023-06-21 15:03:44.236-04"
453395,"Doctor Strange in the Multiverse of Madness","Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.","/iKUwhA4DUxMcNKu5lLSbDFwwilk.jpg",173.433,"/9Gtg2DzBhmYamXBS1hKAhiwbBKS.jpg","126","2022-05-04",7.372,7578,"2023-06-21 14:48:01.67-04","2023-06-21 14:48:01.67-04"
766507,"Prey","When danger threatens her camp, the fierce and highly skilled Comanche warrior Naru sets out to protect her people. But the prey she stalks turns out to be a highly evolved alien predator with a technically advanced arsenal.","/7ZO9yoEU2fAHKhmJWfAc2QIPWJg.jpg",165.288,"/ujr5pztc1oitbe7ViMUOilFaJ7s.jpg","100","2022-08-02",7.78,5560,"2023-06-21 14:52:32.562-04","2023-06-21 14:52:32.562-04"
